Date,Longitude,Latitude,Depth,Rms,Type,Magnitude,Location,EventID
"06/02/2023 15:36:44",36.475,38.025,7.1,0.59,"MW",4.8,"Göksun (Kahramanmaraş)",560168
"06/02/2023 15:36:35",38.323,38.051,9.92,0.41,"MW",4.6,"Çelikhan (Adıyaman)",543628
"06/02/2023 15:34:41",38.234,38.251,7.11,0.49,"MW",4.8,"Yeşilyurt (Malatya)",543625
"06/02/2023 15:32:46",38.184,37.96,7.17,0.5,"MW",4.3,"Merkez (Adıyaman)",543629
"06/02/2023 15:28:38",38.457,38.094,7.01,0.1,"MW",4.1,"Çelikhan (Adıyaman)",543621
"06/02/2023 15:21:18",36.435,38.027,6.96,0.47,"ML",4.5,"Göksun (Kahramanmaraş)",543622
"06/02/2023 15:13:45",37.483,37.988,7,0.3,"MW",5.1,"Nurhak (Kahramanmaraş)",543618
"06/02/2023 15:13:13",37.726,37.951,7,0.68,"ML",4.1,"Doğanşehir (Malatya)",547185
"06/02/2023 15:02:11",36.478,38.071,17.04,0.93,"MW",5.9,"Göksun (Kahramanmaraş)",543617
"06/02/2023 15:00:44",37.85,38.14,6.98,0.34,"ML",4.7,"Doğanşehir (Malatya)",547272
"06/02/2023 14:58:35",37.674,38.033,5.51,0.31,"MW",4.8,"Doğanşehir (Malatya)",543615
"06/02/2023 14:55:57",36.613,37.992,7.36,0.78,"MW",4.4,"Göksun (Kahramanmaraş)",547811
"06/02/2023 14:50:05",36.501,38.037,15.14,0.64,"MW",4.4,"Göksun (Kahramanmaraş)",543619
"06/02/2023 14:44:05",38.149,38.259,6.59,0.72,"ML",4.7,"Yeşilyurt (Malatya)",547764
"06/02/2023 14:39:41",36.529,38.052,7.03,0.65,"ML",4.8,"Göksun (Kahramanmaraş)",543611
"06/02/2023 14:35:26",37.504,38.005,7.48,0.75,"ML",4.5,"Nurhak (Kahramanmaraş)",543610
"06/02/2023 14:34:17",37.739,38.07,7,0.33,"ML",4,"Doğanşehir (Malatya)",547773
"06/02/2023 14:30:42",38.067,38.255,6.52,0.63,"ML",4.4,"Akçadağ (Malatya)",543612
"06/02/2023 14:27:58",38.272,38.057,7.02,0.38,"ML",4.4,"Çelikhan (Adıyaman)",543607
"06/02/2023 14:20:21",37.867,38.174,6.81,0.25,"MW",4.3,"Doğanşehir (Malatya)",543605
"06/02/2023 14:16:42",36.387,37.883,5.87,0.33,"ML",4.4,"Göksun (Kahramanmaraş)",543604
"06/02/2023 14:11:39",37.392,38.012,8.61,0.19,"ML",4.8,"Nurhak (Kahramanmaraş)",543600
"06/02/2023 14:05:35",36.571,38.108,5.35,0.38,"ML",4.8,"Göksun (Kahramanmaraş)",543601
"06/02/2023 14:04:36",36.816,38.103,3.26,0.45,"ML",4.4,"Göksun (Kahramanmaraş)",543606
"06/02/2023 14:01:35",37.419,37.976,7.01,0.29,"ML",4.5,"Nurhak (Kahramanmaraş)",547724
"06/02/2023 14:00:52",38.019,38.133,7.55,0.55,"ML",4.4,"Doğanşehir (Malatya)",543608
"06/02/2023 13:56:24",37.625,38.021,7,0.38,"ML",4.6,"Doğanşehir (Malatya)",547752
"06/02/2023 13:55:04",38.296,38.301,6.83,0.51,"ML",4.6,"Yeşilyurt (Malatya)",543603
"06/02/2023 13:54:37",36.419,37.981,7.07,0.68,"ML",4.4,"Göksun (Kahramanmaraş)",547757
"06/02/2023 13:51:30",38.151,38.305,10.4,0.69,"MW",5.7,"Yeşilyurt (Malatya)",543599
"06/02/2023 13:46:56",36.823,38.095,6.98,0.37,"ML",4.7,"Göksun (Kahramanmaraş)",547747
"06/02/2023 13:43:25",37.157,38.086,7,0.69,"ML",4.3,"Ekinözü (Kahramanmaraş)",547320
"06/02/2023 13:42:39",38.06,38.219,14.65,0.68,"ML",4.5,"Yeşilyurt (Malatya)",547314
"06/02/2023 13:41:13",36.433,37.991,6.99,0.48,"ML",4.4,"Göksun (Kahramanmaraş)",547306
"06/02/2023 13:38:56",37.636,37.978,7.3,0.93,"ML",4.7,"Doğanşehir (Malatya)",543598
"06/02/2023 13:35:57",37.92,38.172,11.28,0.78,"MW",5.9,"Doğanşehir (Malatya)",543594
"06/02/2023 13:34:48",37.433,37.989,7.02,0.5,"ML",4.9,"Nurhak (Kahramanmaraş)",547300
"06/02/2023 13:33:42",37.856,38.126,6.92,0.88,"ML",4.9,"Doğanşehir (Malatya)",547297
"06/02/2023 13:32:08",37.241,38.064,10.93,0.88,"ML",5.5,"Ekinözü (Kahramanmaraş)",543595
"06/02/2023 13:26:46",38.271,38.332,6.89,0.5,"ML",5.8,"Yeşilyurt (Malatya)",565451
"06/02/2023 13:24:47",37.239,38.089,7,0.58,"MW",7.6,"Elbistan (Kahramanmaraş)",543593
"06/02/2023 13:12:14",38.404,38.09,5.48,0.33,"MW",4.3,"Çelikhan (Adıyaman)",547270
"06/02/2023 13:07:31",35.302,35.424,7.08,0.98,"ML",4.6,"Akdeniz",543591
"06/02/2023 12:54:21",37.652,37.8,7,1,"ML",4,"Gölbaşı Gölü - [01.23 km] Gölbaşı (Adıyaman)",543592
"06/02/2023 12:48:43",39.515,38.87,7,0.46,"ML",4.2,"Pertek (Tunceli)",543590
"06/02/2023 12:36:16",36.888,37.251,13.29,0.31,"MW",4.7,"Nurdağı (Gaziantep)",543586
"06/02/2023 12:23:44",36.431,36.974,8.4,1.21,"MW",4.6,"Merkez (Osmaniye)",543577
"06/02/2023 12:21:00",38.132,38.035,7,0.85,"MW",4.4,"Çelikhan (Adıyaman)",543580
"06/02/2023 12:05:52",37.065,37.476,8.48,0.33,"ML",4,"Dulkadiroğlu (Kahramanmaraş)",543584
"06/02/2023 11:58:36",38.31,38.03,7.85,0.87,"MW",4.5,"Çelikhan (Adıyaman)",543568
"06/02/2023 11:52:37",37.155,37.518,7,0.35,"MW",4.6,"Dulkadiroğlu (Kahramanmaraş)",543567
"06/02/2023 11:45:33",37.151,37.391,9.09,0.36,"MW",4,"Pazarcık (Kahramanmaraş)",543569
"06/02/2023 11:02:13",38.002,37.892,15.5,0.39,"MW",4.5,"Doğanşehir (Malatya)",543558
"06/02/2023 10:41:12",37.946,37.935,7.69,0.29,"MW",4.2,"Doğanşehir (Malatya)",543552
"06/02/2023 10:31:02",37.186,37.341,7,0.76,"ML",4.1,"Pazarcık (Kahramanmaraş)",543549
"06/02/2023 10:25:51",37.205,37.417,6.67,0.31,"ML",4.2,"Pazarcık (Kahramanmaraş)",543544
"06/02/2023 10:21:05",37.155,37.536,7,0.93,"ML",4,"Dulkadiroğlu (Kahramanmaraş)",543547
"06/02/2023 10:08:31",36.425,36.639,7,0.45,"MW",4.4,"Kırıkhan (Hatay)",543540
"06/02/2023 10:04:07",37.176,37.506,6.92,0.91,"ML",4,"Dulkadiroğlu (Kahramanmaraş)",543539
"06/02/2023 09:59:05",37.169,37.522,7.32,0.22,"ML",4.2,"Dulkadiroğlu (Kahramanmaraş)",543533
"06/02/2023 09:54:57",37.457,37.733,7,0.49,"MW",5,"Çağlayancerit (Kahramanmaraş)",543531
"06/02/2023 09:43:27",38.241,38.002,7,0.42,"MW",4.3,"Çelikhan (Adıyaman)",543527
"06/02/2023 09:43:10",37.394,37.826,8,0.51,"ML",4.1,"Çağlayancerit (Kahramanmaraş)",547299
"06/02/2023 09:38:09",36.519,36.815,6.92,0.47,"MW",4.2,"Hassa (Hatay)",543524
"06/02/2023 09:27:50",38.29,38.044,7.01,0.46,"MW",4.2,"Çelikhan (Adıyaman)",547218
"06/02/2023 09:26:28",37.02,37.28,10.97,0.23,"MW",4.5,"Pazarcık (Kahramanmaraş)",543517
"06/02/2023 09:21:22",38.598,37.057,7,0.56,"ML",4,"Karaköprü (Şanlıurfa)",547225
"06/02/2023 08:55:49",38.473,38.08,3.33,0.42,"MW",4.4,"Sincik (Adıyaman)",543512
"06/02/2023 08:44:54",36.246,36.396,13.59,0.32,"MW",4.3,"Antakya (Hatay)",543514
"06/02/2023 08:40:36",38.172,37.985,7.05,0.23,"MW",4.2,"Merkez (Adıyaman)",543510
"06/02/2023 08:36:32",36.143,36.339,13.07,0.31,"MW",4.5,"Antakya (Hatay)",543506
"06/02/2023 08:33:08",38.335,38.099,12.21,0.46,"MW",4.3,"Çelikhan (Adıyaman)",543504
"06/02/2023 08:31:22",38.327,38.113,8.31,0.22,"MW",4.1,"Çelikhan (Adıyaman)",543502
"06/02/2023 08:22:50",38.473,38.114,13.59,0.35,"MW",4.4,"Sincik (Adıyaman)",543505
"06/02/2023 08:19:46",38.393,38.089,12.05,0.39,"MW",4.2,"Çelikhan (Adıyaman)",543503
"06/02/2023 08:17:56",38.464,38.107,7,0.18,"MW",4.1,"Sincik (Adıyaman)",543500
"06/02/2023 08:16:54",37.773,37.854,12.4,0.31,"MW",4.4,"Gölbaşı (Adıyaman)",543499
"06/02/2023 08:12:51",37.22,37.518,5.05,0.18,"MW",4,"Pazarcık (Kahramanmaraş)",543501
"06/02/2023 08:08:36",36.869,37.361,7.97,0.31,"MW",4.2,"Türkoğlu (Kahramanmaraş)",543498
"06/02/2023 08:01:48",37.891,37.887,11.67,0.38,"ML",4.7,"Tut (Adıyaman)",543495
"06/02/2023 07:56:04",37.219,37.467,10.14,0.5,"MW",4.4,"Pazarcık (Kahramanmaraş)",543494
"06/02/2023 07:45:02",37.058,37.509,6.32,0.39,"MW",4.1,"Dulkadiroğlu (Kahramanmaraş)",543496
"06/02/2023 07:39:44",37.749,37.841,10.65,0.36,"MW",4.7,"Gölbaşı (Adıyaman)",543480
"06/02/2023 07:31:08",37.963,37.877,9.28,0.22,"MW",4.1,"Tut (Adıyaman)",543487
"06/02/2023 07:31:01",36.787,37.305,7,0.23,"MW",4,"Türkoğlu (Kahramanmaraş)",565834
"06/02/2023 07:24:44",37.281,37.572,10.83,0.22,"MW",4.2,"Pazarcık (Kahramanmaraş)",543479
"06/02/2023 07:24:32",27.713,40.202,9.74,0.28,"MW",4.6,"Gönen (Balıkesir)",543475
"06/02/2023 07:18:44",38.57,38.186,7.37,0.31,"MW",4.8,"Battalgazi (Malatya)",543476
"06/02/2023 07:16:49",37.237,37.521,7.06,0.48,"MW",4.6,"Pazarcık (Kahramanmaraş)",543473
"06/02/2023 07:05:57",36.968,37.166,7.47,0.34,"MW",4.4,"Nurdağı (Gaziantep)",543488
"06/02/2023 07:05:15",37.523,37.718,13.46,0.2,"MW",4.4,"Gölbaşı (Adıyaman)",543478
"06/02/2023 07:03:27",37.798,37.858,7,0.27,"ML",4,"Gölbaşı (Adıyaman)",543492
"06/02/2023 06:58:19",36.357,36.527,7.06,0.38,"MW",4.2,"Kırıkhan (Hatay)",543493
"06/02/2023 06:45:46",38.621,38.26,14.71,0.24,"MW",4.8,"Pütürge (Malatya)",543469
"06/02/2023 06:28:43",38.544,38.126,7.01,0.48,"MW",4.2,"Sincik (Adıyaman)",543465
"06/02/2023 06:24:29",37.862,37.838,6.48,0.48,"MW",4.4,"Tut (Adıyaman)",543464
"06/02/2023 06:22:43",38.634,38.276,11.22,0.27,"MW",4.3,"Battalgazi (Malatya)",543462
"06/02/2023 06:16:14",38.575,38.169,7.85,0.25,"MW",4.6,"Battalgazi (Malatya)",543461
"06/02/2023 06:12:12",37.271,37.558,7.08,0.2,"MW",4.4,"Pazarcık (Kahramanmaraş)",543460
"06/02/2023 06:10:19",37.839,37.878,7.02,0.48,"ML",4.4,"Gölbaşı (Adıyaman)",543459
"06/02/2023 06:04:43",38.551,38.126,11.18,0.43,"MW",4.8,"Sincik (Adıyaman)",543455
"06/02/2023 06:03:20",38.517,38.121,7.8,0.83,"ML",4.3,"Sincik (Adıyaman)",543458
"06/02/2023 06:01:12",38.43,38.085,6.99,0.52,"ML",4.1,"Çelikhan (Adıyaman)",543457
"06/02/2023 05:55:08",37.06,37.333,8.07,0.38,"MW",4.8,"Pazarcık (Kahramanmaraş)",543456
"06/02/2023 05:54:00",36.41,36.704,9.13,0.22,"MW",4.9,"Hassa (Hatay)",547195
"06/02/2023 05:43:32",38.643,38.251,7.41,0.25,"MW",4.2,"Pütürge (Malatya)",543452
"06/02/2023 05:38:43",38.392,38.118,7.02,0.3,"ML",4.4,"Çelikhan (Adıyaman)",543448
"06/02/2023 05:37:01",38.602,38.216,6.97,0.23,"MW",4.2,"Pütürge (Malatya)",543445
"06/02/2023 05:34:16",37.286,37.551,10.5,0.3,"MW",4.6,"Pazarcık (Kahramanmaraş)",543440
"06/02/2023 05:33:25",38.464,38.096,9.5,0.25,"ML",4,"Sincik (Adıyaman)",543441
"06/02/2023 05:29:26",37.186,37.481,7.19,0.3,"ML",4,"Dulkadiroğlu (Kahramanmaraş)",543443
"06/02/2023 05:26:32",38.226,37.997,11.2,0.09,"ML",4.5,"Merkez (Adıyaman)",543444
"06/02/2023 05:23:13",36.955,37.194,11.81,0.32,"MW",5.3,"Nurdağı (Gaziantep)",543436
"06/02/2023 05:17:40",36.701,37.096,6.38,0.42,"MW",4.9,"İslahiye (Gaziantep)",543435
"06/02/2023 05:06:22",38.368,38.084,6.95,0.99,"MW",5.1,"Çelikhan (Adıyaman)",543447
"06/02/2023 05:03:35",37.957,37.898,10.23,0.58,"MW",5.6,"Doğanşehir (Malatya)",543439
"06/02/2023 05:01:44",37.006,37.294,16.44,0.85,"MW",5.3,"Pazarcık (Kahramanmaraş)",543434
"06/02/2023 04:58:23",36.649,37.054,10.21,0.44,"MW",5.3,"İslahiye (Gaziantep)",543433
"06/02/2023 04:51:44",37.188,37.542,6.63,0.92,"MW",5.3,"Dulkadiroğlu (Kahramanmaraş)",543442
"06/02/2023 04:51:21",36.633,36.836,7,0.36,"MW",5,"Hassa (Hatay)",543438
"06/02/2023 04:50:08",38.604,38.167,6.99,0.16,"ML",4.6,"Battalgazi (Malatya)",547189
"06/02/2023 04:47:41",40.41,38.538,8.78,0.47,"ML",4.3,"Hani (Diyarbakır)",543446
"06/02/2023 04:41:13",38.505,38.09,5.58,0.11,"ML",4.6,"Sincik (Adıyaman)",547208
"06/02/2023 04:40:57",37.326,37.616,6.86,0.34,"ML",4.4,"Pazarcık (Kahramanmaraş)",547211
"06/02/2023 04:36:28",36.639,37.128,11.19,0.29,"ML",5.7,"Hasanbeyli (Osmaniye)",543430
"06/02/2023 04:35:04",36.476,36.571,7,0.14,"ML",4.6,"Kırıkhan (Hatay)",547209
"06/02/2023 04:33:30",38.687,38.187,7.2,0.17,"MW",4.7,"Pütürge (Malatya)",547214
"06/02/2023 04:30:28",38.509,38.117,7,0.19,"MW",5,"Sincik (Adıyaman)",547205
"06/02/2023 04:28:16",36.92,37.304,6.2,0.21,"MW",6.6,"Nurdağı (Gaziantep)",543431
"06/02/2023 04:26:49",36.992,37.235,6.98,0.42,"ML",5.6,"Nurdağı (Gaziantep)",543429
"06/02/2023 04:23:16",36.806,37.224,7,0.76,"ML",4.9,"Nurdağı (Gaziantep)",543432
"06/02/2023 04:17:32",37.043,37.288,8.6,1.92,"MW",7.7,"Pazarcık (Kahramanmaraş)",543428
